"Lab_number","State","Water_body","Location","Station_ID","Sample_Date","Sample_Year","Sample_Month","Veligers_Observed","Veligers_L","Microscopy_result","QuaggaMusselPCRType","ZebraMusselPCRType","DNASequencingResultType"
221807,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2022-12-13,"2022","December","0","0","Negative","Negative","Negative","Not Tested"
221808,"AZ","Theodore Roosevelt Lake","DAM","R-D",2022-12-13,"2022","December","0","0","Negative","Negative","Negative","Not Tested"
221809,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2022-12-13,"2022","December","0","0","Negative","Negative","Negative","Not Tested"
221810,"AZ","Apache Lake","THREE MILE ISLAND","A-TMI",2022-12-13,"2022","December","18850","7.6192271169072434","Positive","Not Tested","Not Tested","Not Tested"
221811,"AZ","Apache Lake","HORSE MESA DAM 30M","A-D",2022-12-13,"2022","December","3730","2.1107482230498475","Positive","Not Tested","Not Tested","Not Tested"
221812,"AZ","Apache Lake","HORSE MESA DAM 5M","A-D",2022-12-13,"2022","December","10380","0.97897973884081402","Positive","Not Tested","Not Tested","Not Tested"
221813,"AZ","Apache Lake","MARINA","A-M",2022-12-13,"2022","December","5800","2.3443775744329978","Positive","Not Tested","Not Tested","Not Tested"
221814,"AZ","Apache Lake","BURNT HORSE CORRAL","A-BHC",2022-12-13,"2022","December","2660","0.3583933533328606","Positive","Not Tested","Not Tested","Not Tested"
221815,"AZ","Canyon Lake","BEACH BELOW HORSE MESA DAM","C-BD",2022-12-14,"2022","December","77","3.1123633315748422E-2","Positive","Not Tested","Not Tested","Not Tested"
221816,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2022-12-14,"2022","December","61890","8.3387085104401297","Positive","Not Tested","Not Tested","Not Tested"
221817,"AZ","Canyon Lake","MORMON FLATS DAM 5M","C-D",2022-12-14,"2022","December","2757","1.5601428554821526","Positive","Not Tested","Not Tested","Not Tested"
221818,"AZ","Canyon Lake","MORMON FLATS DAM 30M","C-D",2022-12-14,"2022","December","13720","1.2939886336123283","Positive","Not Tested","Not Tested","Not Tested"
221819,"AZ","Canyon Lake","MARINA","C-M",2022-12-14,"2022","December","2830","0.44484789032105065","Positive","Not Tested","Not Tested","Not Tested"
221820,"AZ","Saguaro Lake","BOATERS CAMPGROUND","S-BC",2022-12-14,"2022","December","321","6.9864939121365335E-2","Positive","Not Tested","Not Tested","Not Tested"
221821,"AZ","Saguaro Lake","MARINA AND DAM","S-MD",2022-12-14,"2022","December","9","8.780962377483879E-4","Positive","Not Tested","Not Tested","Not Tested"
221822,"AZ","Saguaro Lake","BOAT RAMP","S-BR",2022-12-14,"2022","December","5","2.0210151503732743E-3","Positive","Not Tested","Not Tested","Not Tested"
221823,"AZ","Granite Reef Diversion Dam","DOCK","GR-D",2022-12-14,"2022","December","0","0","Negative","Negative","Negative","Not Tested"
230001,"AZ","Canyon Lake","BELOW DAM","C-BD",2023-01-19,"2023","January","2757","3.9003571387053819","Positive","Not Tested","Not Tested","Not Tested"
230002,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2023-01-19,"2023","January","3350","4.7392805276253283","Positive","Not Tested","Not Tested","Not Tested"
230004,"AZ","Bartlett Reservoir","BOATER'S CAMPGROUND","B-BC",2023-01-17,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230005,"AZ","Bartlett Reservoir","DAM","B-D",2023-01-17,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230006,"AZ","Bartlett Reservoir","MARINA","B-M",2023-01-17,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230007,"AZ","Bartlett Reservoir","MAIN BOAT LAUNCH","B-MBL",2023-01-17,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230009,"AZ","Theodore Roosevelt Lake","WINDY HILL","R-WH",2023-01-18,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230010,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2023-01-18,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230011,"AZ","Theodore Roosevelt Lake","DAM","R-D",2023-01-18,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230012,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2023-01-18,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230013,"AZ","Apache Lake","THREE MILE ISLAND","A-TMI",2023-01-18,"2023","January","19180","6.7835373522278948","Positive","Not Tested","Not Tested","Not Tested"
230014,"AZ","Apache Lake","HORSE MESA DAM 30M","A-D",2023-01-18,"2023","January","34430","19.483394455658512","Positive","Not Tested","Not Tested","Not Tested"
230015,"AZ","Apache Lake","HORSE MESA DAM 5M","A-D",2023-01-18,"2023","January","9320","0.87900685606901607","Positive","Not Tested","Not Tested","Not Tested"
230016,"AZ","Apache Lake","MARINA","A-M",2023-01-18,"2023","January","11330","1.8857260185424045","Positive","Not Tested","Not Tested","Not Tested"
230017,"AZ","Apache Lake","BURNT HORSE CORRAL","A-BHC",2023-01-18,"2023","January","9650","1.5168841489746072","Positive","Not Tested","Not Tested","Not Tested"
230018,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2023-01-19,"2023","January","14360","2.5394055364440189","Positive","Not Tested","Not Tested","Not Tested"
230019,"AZ","Canyon Lake","MORMON FLATS DAM 5M","C-D",2023-01-19,"2023","January","797","0.45100974095729984","Positive","Not Tested","Not Tested","Not Tested"
230020,"AZ","Canyon Lake","MORMON FLATS DAM 30M","C-D",2023-01-19,"2023","January","3200","0.30180492912240892","Positive","Not Tested","Not Tested","Not Tested"
230021,"AZ","Canyon Lake","MARINA","C-M",2023-01-19,"2023","January","1163","0.41132710847972065","Positive","Not Tested","Not Tested","Not Tested"
230022,"AZ","Saguaro Lake","BOATERS CAMPGROUND","S-BC",2023-01-19,"2023","January","205","4.1430810582652119E-2","Positive","Not Tested","Not Tested","Not Tested"
230023,"AZ","Saguaro Lake","MARINA AND DAM","S-MD",2023-01-19,"2023","January","1","1.1789255043844098E-4","Positive","Not Tested","Not Tested","Not Tested"
230024,"AZ","Saguaro Lake","BOAT RAMP","S-BR",2023-01-19,"2023","January","1","3.5367765131532301E-4","Positive","Not Tested","Not Tested","Not Tested"
230025,"AZ","Granite Reef Diversion Dam","DOCK","GR-D",2023-01-19,"2023","January","0","0","Negative","Negative","Negative","Not Tested"
230027,"AZ","Bartlett Reservoir","BOATER'S CAMPGROUND","B-BC",2023-02-14,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230028,"AZ","Bartlett Reservoir","DAM","B-D",2023-02-14,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230029,"AZ","Bartlett Reservoir","MARINA","B-M",2023-02-14,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230030,"AZ","Bartlett Reservoir","MAIN BOAT LAUNCH","B-MBL",2023-02-14,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230032,"AZ","Theodore Roosevelt Lake","WINDY HILL","R-WH",2023-02-15,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230033,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2023-02-15,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230034,"AZ","Theodore Roosevelt Lake","DAM","R-D",2023-02-15,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230035,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2023-02-15,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230036,"AZ","Apache Lake","THREE MILE ISLAND","A-TMI",2023-02-15,"2023","February","11480","5.4136259161332099","Positive","Not Tested","Not Tested","Not Tested"
230037,"AZ","Apache Lake","HORSE MESA DAM 30M","A-D",2023-02-15,"2023","February","71600","40.517311734683396","Positive","Not Tested","Not Tested","Not Tested"
230038,"AZ","Apache Lake","HORSE MESA DAM 5M","A-D",2023-02-15,"2023","February","11720","1.1053605529108228","Positive","Not Tested","Not Tested","Not Tested"
230039,"AZ","Apache Lake","MARINA","A-M",2023-02-15,"2023","February","6680","2.700076240898694","Positive","Not Tested","Not Tested","Not Tested"
230040,"AZ","Apache Lake","BURNT HORSE CORRAL","A-BHC",2023-02-15,"2023","February","27030","4.2488475178014129","Positive","Not Tested","Not Tested","Not Tested"
230041,"AZ","Canyon Lake","BELOW DAM","C-BD",2023-02-16,"2023","February","706","0.2853673392327063","Positive","Not Tested","Not Tested","Not Tested"
230042,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2023-02-16,"2023","February","90300","14.194263072788294","Positive","Not Tested","Not Tested","Not Tested"
230043,"AZ","Canyon Lake","MORMON FLATS DAM 5M","C-D",2023-02-16,"2023","February","2367","1.3394480010613912","Positive","Not Tested","Not Tested","Not Tested"
230044,"AZ","Canyon Lake","MORMON FLATS DAM 30M","C-D",2023-02-16,"2023","February","8830","0.83279297629714721","Positive","Not Tested","Not Tested","Not Tested"
230045,"AZ","Canyon Lake","MARINA","C-M",2023-02-16,"2023","February","Not Yet Analyzed","0.16289382112008591",NA,"Not Tested","Not Tested","Not Tested"
230046,"AZ","Saguaro Lake","BOATERS CAMPGROUND","S-BC",2023-02-16,"2023","February","209","4.5488387153786156E-2","Positive","Not Tested","Not Tested","Not Tested"
230047,"AZ","Saguaro Lake","MARINA AND DAM","S-MD",2023-02-16,"2023","February","1","1.1317684842090334E-4","Positive","Not Tested","Not Tested","Not Tested"
230048,"AZ","Saguaro Lake","BOAT RAMP","S-BR",2023-02-16,"2023","February","0","0","Positive","Not Tested","Not Tested","Not Tested"
230050,"AZ","Granite Reef Diversion Dam","DOCK","GR-D",2023-02-16,"2023","February","0","0","Negative","Negative","Negative","Not Tested"
230052,"AZ","Bartlett Reservoir","BOATER'S CAMPGROUND","B-BC",2023-03-06,"2023","March","0","0","Negative","Negative","Negative","Not Tested"
230053,"AZ","Bartlett Reservoir","DAM","B-D",2023-03-06,"2023","March","0","0","Negative","Negative","Negative","Not Tested"
230054,"AZ","Bartlett Reservoir","MARINA","B-M",2023-03-06,"2023","March","0","0","Negative","Negative","Negative","Not Tested"
230055,"AZ","Bartlett Reservoir","MAIN BOAT LAUNCH","B-MBL",2023-03-06,"2023","March","0","0","Negative","Positive","Positive","Positive"
230056,"AZ","Theodore Roosevelt Lake","WINDY HILL","R-WH",2023-03-07,"2023","March","0","0","Negative","Negative","Negative","Not Tested"
230057,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2023-03-07,"2023","March","0","0","Negative","Negative","Negative","Not Tested"
230058,"AZ","Theodore Roosevelt Lake","DAM","R-D",2023-03-07,"2023","March","0","0","Negative","Negative","Negative","Not Tested"
230059,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2023-03-07,"2023","March","0","0","Negative","Negative","Negative","Not Tested"
230060,"AZ","Apache Lake","THREE MILE ISLAND","A-TMI",2023-03-07,"2023","March","120260","48.609456396777986","Positive","Not Tested","Not Tested","Not Tested"
230061,"AZ","Apache Lake","HORSE MESA DAM 30M","A-D",2023-03-07,"2023","March","296","0.16750173566293697","Positive","Not Tested","Not Tested","Not Tested"
230062,"AZ","Apache Lake","HORSE MESA DAM 5M","A-D",2023-03-07,"2023","March","4500","0.42441318157838759","Positive","Not Tested","Not Tested","Not Tested"
230063,"AZ","Apache Lake","MARINA","A-M",2023-03-07,"2023","March","12550","2.2193272620036519","Positive","Not Tested","Not Tested","Not Tested"
230064,"AZ","Apache Lake","BURNT HORSE CORRAL","A-BHC",2023-03-08,"2023","March","4520","0.71049910397567095","Positive","Not Tested","Not Tested","Not Tested"
230065,"AZ","Canyon Lake","BELOW DAM","C-BD",2023-03-08,"2023","March","9190","4.3337301541170907","Positive","Not Tested","Not Tested","Not Tested"
230066,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2023-03-08,"2023","March","211875","29.974180948973622","Positive","Not Tested","Not Tested","Not Tested"
230067,"AZ","Canyon Lake","MORMON FLATS DAM 5M","C-D",2023-03-08,"2023","March","4780","2.7049266772595901","Positive","Not Tested","Not Tested","Not Tested"
230068,"AZ","Canyon Lake","MORMON FLATS DAM 30M","C-D",2023-03-08,"2023","March","13950","1.3156808628930015","Positive","Not Tested","Not Tested","Not Tested"
230069,"AZ","Canyon Lake","MARINA","C-M",2023-03-08,"2023","March","7020","1.1034742721038076","Positive","Not Tested","Not Tested","Not Tested"
230070,"AZ","Saguaro Lake","BOATERS CAMPGROUND","S-BC",2023-03-08,"2023","March","1041","0.2265713446272315","Positive","Not Tested","Not Tested","Not Tested"
230071,"AZ","Saguaro Lake","MARINA AND DAM","S-MD",2023-03-08,"2023","March","22","2.2231166654106014E-3","Positive","Not Tested","Not Tested","Not Tested"
230072,"AZ","Saguaro Lake","BOAT RAMP","S-BR",2023-03-08,"2023","March","4","1.6168121202986194E-3","Positive","Not Tested","Not Tested","Not Tested"
230074,"AZ","Granite Reef Diversion Dam","DOCK","GR-D",2023-03-08,"2023","March","0","0","Negative","Negative","Negative","Not Tested"
230080,"AZ","Bartlett Reservoir","BOATER'S CAMPGROUND","B-BC",2023-04-10,"2023","April","0","0","Negative","Negative","Negative","Not Tested"
230081,"AZ","Bartlett Reservoir","DAM","B-D",2023-04-10,"2023","April","0","0","Negative","Negative","Negative","Not Tested"
230082,"AZ","Bartlett Reservoir","MARINA","B-M",2023-04-10,"2023","April","0","0","Negative","Negative","Negative","Not Tested"
230083,"AZ","Bartlett Reservoir","MAIN BOAT LAUNCH","B-MBL",2023-04-10,"2023","April","0","0","Negative","Negative","Negative","Not Tested"
230085,"AZ","Theodore Roosevelt Lake","WINDY HILL","R-WH",2023-04-11,"2023","April","0","0","Negative","Negative","Negative","Not Tested"
230086,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2023-04-11,"2023","April","0","0","Negative","Negative","Negative","Not Tested"
230087,"AZ","Theodore Roosevelt Lake","DAM","R-D",2023-04-11,"2023","April","0","0","Negative","Negative","Negative","Not Tested"
230088,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2023-04-11,"2023","April","0","0","Negative","Negative","Negative","Not Tested"
230089,"AZ","Apache Lake","THREE MILE ISLAND","A-TMI",2023-04-11,"2023","April","0","0","Negative","Not Tested","Not Tested","Not Tested"
230090,"AZ","Apache Lake","HORSE MESA DAM 5M","A-D",2023-04-11,"2023","April","538","0.30444572225222999","Positive","Not Tested","Not Tested","Not Tested"
230091,"AZ","Apache Lake","HORSE MESA DAM 30M","A-D",2023-04-11,"2023","April","29350","2.7681170842945946","Positive","Not Tested","Not Tested","Not Tested"
230092,"AZ","Apache Lake","MARINA","A-M",2023-04-12,"2023","April","112600","24.50714063883407","Positive","Not Tested","Not Tested","Not Tested"
230093,"AZ","Apache Lake","BURNT HORSE CORRAL","A-BHC",2023-04-12,"2023","April","8483","1.3334433404923931","Positive","Not Tested","Not Tested","Not Tested"
230094,"AZ","Canyon Lake","BEACH BELOW HORSE MESA DAM","C-BD",2023-04-12,"2023","April","0","0","Negative","Not Tested","Not Tested","Not Tested"
230095,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2023-04-12,"2023","April","7733","1.4586609480647428","Positive","Not Tested","Not Tested","Not Tested"
230096,"AZ","Canyon Lake","MORMON FLATS DAM 5M","C-D",2023-04-12,"2023","April","0","0","Negative","Not Tested","Not Tested","Not Tested"
230097,"AZ","Canyon Lake","MORMON FLATS DAM 30M","C-D",2023-04-12,"2023","April","0","0","Negative","Not Tested","Not Tested","Not Tested"
230098,"AZ","Canyon Lake","MARINA","C-M",2023-04-12,"2023","April","3600","0.63661977236758138","Positive","Not Tested","Not Tested","Not Tested"
230099,"AZ","Saguaro Lake","BOATERS CAMPGROUND","S-BC",2023-04-12,"2023","April","47460","9.5917379036715591","Positive","Not Tested","Not Tested","Not Tested"
230100,"AZ","Saguaro Lake","MARINA AND DAM","S-MD",2023-04-12,"2023","April","31200","3.5311176707321845","Positive","Not Tested","Not Tested","Not Tested"
230101,"AZ","Saguaro Lake","BOAT RAMP","S-BR",2023-04-12,"2023","April","31200","9.8086601964782894","Positive","Not Tested","Not Tested","Not Tested"
230103,"AZ","Granite Reef Diversion Dam","DOCK","GR-D",2023-04-12,"2023","April","35860","14.494720658477123","Positive","Positive","Negative","Not Tested"
230178,"AZ","Bartlett Reservoir","BOATER'S CAMPGROUND","B-BC",2023-05-08,"2023","May","0","0","Negative","Negative","Negative","Not Tested"
230179,"AZ","Bartlett Reservoir","DAM","B-D",2023-05-08,"2023","May","0","0","Negative","Negative","Negative","Not Tested"
230180,"AZ","Bartlett Reservoir","MARINA","B-M",2023-05-08,"2023","May","0","0","Negative","Negative","Negative","Not Tested"
230181,"AZ","Bartlett Reservoir","MAIN BOAT LAUNCH","B-MBL",2023-05-08,"2023","May","0","0","Negative","Negative","Negative","Not Tested"
230183,"AZ","Theodore Roosevelt Lake","WINDY HILL","R-WH",2023-05-09,"2023","May","0","0","Negative","Negative","Negative","Not Tested"
230184,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2023-05-09,"2023","May","0","0","Negative","Negative","Negative","Not Tested"
230185,"AZ","Theodore Roosevelt Lake","DAM","R-D",2023-05-09,"2023","May","0","0","Negative","Negative","Negative","Not Tested"
230186,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2023-05-09,"2023","May","0","0","Negative","Negative","Negative","Not Tested"
230187,"AZ","Apache Lake","THREE MILE ISLAND","A-TMI",2023-05-09,"2023","May","4783","2.2555202749882528","Positive","Not Tested","Not Tested","Not Tested"
230188,"AZ","Apache Lake","HORSE MESA DAM","A-D",2023-05-09,"2023","May","35466","20.069650530478789","Positive","Not Tested","Not Tested","Not Tested"
230189,"AZ","Apache Lake","HORSE MESA DAM","A-D",2023-05-09,"2023","May","0","0","Positive","Not Tested","Not Tested","Not Tested"
230190,"AZ","Apache Lake","MARINA","A-M",2023-05-09,"2023","May","318","6.4268281781870121E-2","Positive","Not Tested","Not Tested","Not Tested"
230191,"AZ","Apache Lake","BURNT HORSE CORRAL","A-BHC",2023-05-10,"2023","May","126300","19.853105493833461","Positive","Not Tested","Not Tested","Not Tested"
230192,"AZ","Canyon Lake","BEACH BELOW HORSE MESA DAM","C-BD",2023-05-10,"2023","May","6170","2.9095881448207233","Positive","Not Tested","Not Tested","Not Tested"
230193,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2023-05-10,"2023","May","73560","12.243072014473016","Positive","Not Tested","Not Tested","Not Tested"
230194,"AZ","Canyon Lake","MORMON FLATS DAM","C-D",2023-05-10,"2023","May","48840","27.637786384384597","Positive","Not Tested","Not Tested","Not Tested"
230195,"AZ","Canyon Lake","MORMON FLATS DAM","C-D",2023-05-10,"2023","May","300000","94.313946036712437","Positive","Not Tested","Not Tested","Not Tested"
230196,"AZ","Canyon Lake","MARINA","C-M",2023-05-10,"2023","May","32350","10.170197351156176","Positive","Not Tested","Not Tested","Not Tested"
230197,"AZ","Saguaro Lake","BOATERS CAMPGROUND","S-BC",2023-05-10,"2023","May","150300","32.712462149349562","Positive","Not Tested","Not Tested","Not Tested"
230198,"AZ","Saguaro Lake","MARINA AND DAM","S-MD",2023-05-10,"2023","May","70950","6.6915811628859112","Positive","Not Tested","Not Tested","Not Tested"
230199,"AZ","Saguaro Lake","BOAT RAMP","S-BR",2023-05-10,"2023","May","2706","0.95705172445926401","Positive","Not Tested","Not Tested","Not Tested"
230200,"AZ","Granite Reef Diversion Dam","DOCK","GR-D",2023-05-10,"2023","May","533","0.21544021502979102","Positive","Not Tested","Not Tested","Not Tested"
230423,"AZ","Bartlett Reservoir","BOATER'S CAMPGROUND","B-BC",2023-06-06,"2023","June","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230424,"AZ","Bartlett Reservoir","DAM","B-D",2023-06-06,"2023","June","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230425,"AZ","Bartlett Reservoir","MARINA","B-M",2023-06-06,"2023","June","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230426,"AZ","Bartlett Reservoir","MAIN BOAT LAUNCH","B-MBL",2023-06-06,"2023","June","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230428,"AZ","Theodore Roosevelt Lake","WINDY HILL","R-WH",2023-06-07,"2023","June","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230429,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2023-06-07,"2023","June","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230430,"AZ","Theodore Roosevelt Lake","DAM","R-D",2023-06-07,"2023","June","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230431,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2023-06-07,"2023","June","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230432,"AZ","Apache Lake","THREE MILE ISLAND","A-TMI",2023-06-07,"2023","June","70286","33.144783200465049","Positive","Not Tested","Not Tested","Not Tested"
230433,"AZ","Apache Lake","HORSE MESA DAM 5M","A-D",2023-06-07,"2023","June","60000","33.953054526271004","Positive","Not Tested","Not Tested","Not Tested"
230434,"AZ","Apache Lake","HORSE MESA DAM 30M","A-D",2023-06-07,"2023","June","48549","4.5788523449886975","Positive","Not Tested","Not Tested","Not Tested"
230435,"AZ","Apache Lake","MARINA","A-M",2023-06-07,"2023","June","39300","12.355139285948615","Positive","Not Tested","Not Tested","Not Tested"
230436,"AZ","Apache Lake","BURNT HORSE CORRAL","A-BHC",2023-06-07,"2023","June","653250","115.51996286086737","Positive","Not Tested","Not Tested","Not Tested"
230437,"AZ","Canyon Lake","BEACH BELOW HORSE MESA DAM","C-BD",2023-06-08,"2023","June","2283","1.076594770603843","Positive","Not Tested","Not Tested","Not Tested"
230438,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2023-06-08,"2023","June","1950000","344.83571003243992","Positive","Not Tested","Not Tested","Not Tested"
230439,"AZ","Canyon Lake","MORMON FLATS DAM 5M","C-D",2023-06-08,"2023","June","56200","31.80269440627384","Positive","Not Tested","Not Tested","Not Tested"
230440,"AZ","Canyon Lake","MORMON FLATS DAM 30M","C-D",2023-06-08,"2023","June","69948","6.5970784944544567","Positive","Not Tested","Not Tested","Not Tested"
230441,"AZ","Canyon Lake","MARINA","C-M",2023-06-08,"2023","June","331950","55.248610048998337","Positive","Not Tested","Not Tested","Not Tested"
230442,"AZ","Saguaro Lake","BOATERS CAMPGROUND","S-BC",2023-06-08,"2023","June","41733","9.0830950291337675","Positive","Not Tested","Not Tested","Not Tested"
230443,"AZ","Saguaro Lake","MARINA AND DAM","S-MD",2023-06-08,"2023","June","2700","0.26342887132451637","Positive","Not Tested","Not Tested","Not Tested"
230444,"AZ","Saguaro Lake","BOAT RAMP","S-BR",2023-06-08,"2023","June","4","1.6168121202986194E-3","Positive","Not Tested","Not Tested","Not Tested"
230445,"AZ","Granite Reef Diversion Dam","DOCK","GR-D",2023-06-08,"2023","June","30","1.061032953945969E-2","Positive","Not Tested","Not Tested","Not Tested"
230803,"AZ","Bartlett Reservoir","BOATER'S CAMPGROUND","B-BC",2023-07-11,"2023","July","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230804,"AZ","Bartlett Reservoir","DAM","B-D",2023-07-11,"2023","July","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230805,"AZ","Bartlett Reservoir","MARINA","B-M",2023-07-11,"2023","July","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230806,"AZ","Bartlett Reservoir","MAIN BOAT LAUNCH","B-MBL",2023-07-11,"2023","July","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230808,"AZ","Theodore Roosevelt Lake","WINDY HILL","R-WH",2023-07-12,"2023","July","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230809,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2023-07-12,"2023","July","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230810,"AZ","Theodore Roosevelt Lake","DAM","R-D",2023-07-12,"2023","July","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230811,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2023-07-12,"2023","July","0","0","Negative","Not yet analyzed","Not yet analyzed",NA
230812,"AZ","Apache Lake","THREE MILE ISLAND","A-TMI",2023-07-12,"2023","July","6","2.1220659078919381E-3","Positive","Not Tested","Not Tested","Not Tested"
230813,"AZ","Apache Lake","HORSE MESA DAM 5M","A-D",2023-07-12,"2023","July","3000","1.6976527263135501","Positive","Not Tested","Not Tested","Not Tested"
230814,"AZ","Apache Lake","HORSE MESA DAM 30M","A-D",2023-07-12,"2023","July","8330","0.78563595612177073","Positive","Not Tested","Not Tested","Not Tested"
230815,"AZ","Apache Lake","MARINA","A-M",2023-07-12,"2023","July","3550","1.116049477483908","Positive","Not Tested","Not Tested","Not Tested"
230816,"AZ","Apache Lake","BURNT HORSE CORRAL","A-BHC",2023-07-12,"2023","July","14850","2.6260565610162732","Positive","Not Tested","Not Tested","Not Tested"
230817,"AZ","Canyon Lake","BEACH BELOW HORSE MESA DAM","C-BD",2023-07-13,"2023","July","4886","2.7649104069226689","Positive","Not Tested","Not Tested","Not Tested"
230818,"AZ","Canyon Lake","BEER CAN FLATS","C-BCF",2023-07-13,"2023","July","45350","7.5478971704234814","Positive","Not Tested","Not Tested","Not Tested"
230819,"AZ","Canyon Lake","MORMON FLATS DAM 5M","C-D",2023-07-13,"2023","July","7433","4.2062175715628731","Positive","Not Tested","Not Tested","Not Tested"
230820,"AZ","Canyon Lake","MORMON FLATS DAM 30M","C-D",2023-07-13,"2023","July","20450","1.9287221251728945","Positive","Not Tested","Not Tested","Not Tested"
230821,"AZ","Canyon Lake","MARINA","C-M",2023-07-13,"2023","July","10080","1.6776803412980967","Positive","Not Tested","Not Tested","Not Tested"
230822,"AZ","Saguaro Lake","BOATERS CAMPGROUND","S-BC",2023-07-13,"2023","July","17380","3.7827185106832695","Positive","Not Tested","Not Tested","Not Tested"
230823,"AZ","Saguaro Lake","MARINA AND DAM","S-MD",2023-07-13,"2023","July","277","2.7991059832669845E-2","Positive","Not Tested","Not Tested","Not Tested"
230824,"AZ","Saguaro Lake","BOAT RAMP","S-BR",2023-07-13,"2023","July","9","3.6378272706718935E-3","Positive","Not Tested","Not Tested","Not Tested"
230825,"AZ","Granite Reef Diversion Dam","DOCK","GR-D",2023-07-13,"2023","July","0","0","Negative","Not Tested","Not Tested","Not Tested"
231322,"AZ","Bartlett Reservoir","BOATER'S CAMPGROUND","B-BC",2023-08-08,"2023","August","Not yet analyzed","Missing",NA,"Not yet analyzed","Not yet analyzed",NA
231323,"AZ","Bartlett Reservoir","DAM","B-D",2023-08-08,"2023","August","Not yet analyzed","Missing",NA,"Not yet analyzed","Not yet analyzed",NA
231324,"AZ","Bartlett Reservoir","MARINA","B-M",2023-08-08,"2023","August","Not yet analyzed","Missing",NA,"Not yet analyzed","Not yet analyzed",NA
231325,"AZ","Bartlett Reservoir","MAIN BOAT LAUNCH","B-MBL",2023-08-08,"2023","August","Not yet analyzed","Missing",NA,"Not yet analyzed","Not yet analyzed",NA
231327,"AZ","Theodore Roosevelt Lake","WINDY HILL","R-WH",2023-08-09,"2023","August","Not yet analyzed","Missing",NA,"Not yet analyzed","Not yet analyzed",NA
231328,"AZ","Theodore Roosevelt Lake","MARINA","R-M",2023-08-09,"2023","August","Not yet analyzed","Missing",NA,"Not yet analyzed","Not yet analyzed",NA
231329,"AZ","Theodore Roosevelt Lake","DAM","R-D",2023-08-09,"2023","August","Not yet analyzed","Missing",NA,"Not yet analyzed","Not yet analyzed",NA
231330,"AZ","Theodore Roosevelt Lake","CHOLLA RECREATION SITE","R-CRS",2023-08-09,"2023","August","Not yet analyzed","Missing",NA,"Not yet analyzed","Not yet analyzed",NA
